sample,ENSG00000157150.4,ENSG00000139618.14,ENSG00000133687.15,ENSG00000082175.14,ENSG00000012048.19,ENSG00000140009.18,ENSG00000196569.11,ENSG00000091831.21,ENSG00000107485.15,ENSG00000141736.13
TCGA-AQ-A04J-01,-0.8339,1.8604,1.7954,-1.7809,-0.0130,-2.1140,1.8957,0.5763,3.8630,5.3660
TCGA-E2-A1LH-11,1.5013,-0.6643,3.2143,2.1080,1.2992,-2.1140,1.8119,5.8871,7.5722,7.0718
TCGA-A7-A26H-01,0.0158,1.1184,3.2143,5.1429,2.9929,-2.8262,2.7826,7.1593,7.3696,7.2608
TCGA-BH-A0E0-11,4.3191,-0.9406,2.4934,3.0463,0.7146,-1.6394,1.9527,3.0340,6.6841,7.2303
TCGA-A8-A08H-01,1.4547,1.5998,2.3193,1.2209,2.2113,-2.1779,2.8936,4.1539,5.0237,4.6347
TCGA-BH-A18P-11,6.5993,-0.9406,4.5268,1.2394,0.2277,1.0983,3.2811,4.2212,5.6221,5.1244
TCGA-BH-A18M-11,4.4088,-0.2671,4.3470,4.1343,1.4600,-0.8339,4.3068,4.5571,6.0139,6.0661
TCGA-AR-A24S-01,1.0503,1.4962,1.3225,3.6289,2.2960,-3.8160,2.3536,6.6512,7.7250,5.4373
TCGA-BH-A0B3-11,3.9108,0.3796,3.5779,2.0878,1.5465,-1.4699,3.0568,6.0966,7.0735,6.3477
TCGA-E2-A15K-01,0.7321,2.4035,-0.9132,-0.2498,3.3993,-1.6850,1.0151,6.9272,8.0825,6.7403
TCGA-AO-A12G-01,-0.5332,-1.8836,0.5763,0.8408,1.3901,-4.0350,1.6466,6.2597,7.3238,6.6391
TCGA-BH-A0HA-01,-1.0862,-0.5125,0.0854,2.6783,1.0711,-3.1714,2.6043,4.5405,8.1773,6.1573
TCGA-D8-A3Z6-01,-0.6416,-1.0262,2.3953,4.3213,1.4547,-4.0350,2.6232,5.4333,7.5407,6.5316
TCGA-W8-A86G-01,1.3846,-1.3548,1.6649,3.3307,0.7748,-2.7274,2.5288,6.5461,7.6218,6.8987
TCGA-E2-A153-01,-2.4659,-0.1187,0.8246,4.0269,1.4547,-5.0116,2.7139,4.9426,7.1770,6.6717
TCGA-D8-A1JJ-01,-1.2828,2.0912,0.0718,-0.4921,2.1147,-3.6259,2.2663,6.6964,6.7017,4.9887
TCGA-3C-AALK-01,3.9012,0.7579,0.6239,2.8442,0.9191,-3.6259,2.7270,4.0901,7.1272,8.5740
TCGA-C8-A12T-01,-2.9324,1.3956,0.4233,2.3649,1.8957,-3.3076,1.2023,3.8095,7.7882,8.7223
TCGA-A8-A079-01,3.9431,0.9935,-1.4305,3.2220,2.6418,-3.1714,0.0854,7.9004,8.6106,5.7864
TCGA-BH-A204-01,2.0395,2.3536,0.6969,-1.7809,4.0269,-5.0116,1.8722,8.1976,8.4601,5.7557
TCGA-BH-A0B4-01,0.6239,-2.8262,0.6790,2.2603,2.9600,-4.2934,2.7679,5.9225,7.4899,7.2290
TCGA-GM-A2DM-01,-5.5735,-0.3383,-2.1779,4.7372,1.5709,-3.3076,-1.7322,6.1900,8.9940,5.5799
TCGA-D8-A1XL-01,-3.4580,-0.0425,3.7378,1.9786,2.8740,-3.3076,-0.1345,3.7193,8.0525,7.4988
TCGA-A2-A4RX-01,-0.8863,1.0779,2.1080,-0.0130,2.4225,-1.9942,1.8404,0.3907,3.0463,6.0101
TCGA-E9-A1N9-11,5.1355,0.5955,4.0100,0.7407,1.8036,-0.7588,3.7898,3.4490,5.3678,6.3614
TCGA-D8-A27H-01,-0.1031,1.0573,0.0990,-2.8262,-1.0262,-2.2447,2.3508,-1.5522,0.6145,5.6476
TCGA-E9-A1NC-01,-1.8314,-1.0862,-0.9406,-2.1140,-0.3566,-2.3884,0.8246,-2.3147,2.1830,5.0764
TCGA-A2-A3XS-01,-1.5522,-0.4921,-0.0277,-3.6259,2.1670,-3.4580,1.7403,-2.1779,3.7950,6.1902
TCGA-BH-A18J-01,-0.2671,1.0222,2.2421,0.6790,1.5115,-3.4580,1.3397,5.2706,7.8043,6.1747
TCGA-AR-A0TZ-01,-0.6416,1.4335,1.8918,4.4608,4.2181,-5.0116,1.1316,6.2839,9.0780,7.1979
TCGA-AO-A0J7-01,-2.1140,1.5165,-1.7809,2.2753,3.4291,-4.0350,0.4761,7.5847,8.4268,6.5159
TCGA-D8-A1XY-01,-1.2828,-0.2498,0.9642,5.2215,2.3019,-3.0469,1.9340,6.3980,7.3314,6.8216
TCGA-A2-A0CK-01,2.8158,-0.1828,0.4761,2.8117,1.6140,-2.8262,2.4883,4.6183,8.5721,6.8801
TCGA-A2-A4RW-01,0.7321,-0.1187,3.6782,3.5608,0.9493,-2.8262,3.4088,5.2777,8.3643,7.0437
TCGA-A2-A0YH-01,-2.8262,1.5366,5.5601,0.8327,2.4225,-2.9324,1.0433,6.4593,7.5126,6.4212
TCGA-D8-A13Y-01,3.1409,2.6161,3.7171,2.1047,-2.0529,-3.0469,0.4125,4.9741,4.4881,3.6335
TCGA-AQ-A7U7-01,-0.6416,1.3283,1.7617,4.6148,1.6558,0.2277,3.7550,4.7170,7.1989,5.6014
TCGA-E2-A10A-01,-0.8339,1.7053,1.0573,3.3897,3.2267,-5.0116,0.6969,6.9143,9.2555,6.3523
TCGA-C8-A12P-01,-4.0350,1.6830,-0.4921,-2.3147,2.2019,-3.0469,0.7916,-1.8836,1.6140,9.2755
TCGA-BH-A0BJ-11,0.5763,0.3460,3.3689,2.5263,1.5115,-1.9379,3.3689,3.7410,6.7162,6.3327
TCGA-D8-A1JI-01,4.2624,-0.5973,3.6827,6.0881,2.6114,-5.5735,0.4657,6.8133,8.3619,6.0917
TCGA-D8-A1Y0-01,-0.7834,0.9268,2.1862,4.2899,2.9319,-3.0469,3.8905,6.9151,7.2779,5.9251
TCGA-EW-A1PG-01,-0.4131,-0.4719,2.9507,2.8622,0.5170,-3.0469,2.9281,4.7458,6.3098,6.3735
TCGA-E9-A1RH-01,-3.8160,2.2330,-1.4305,-2.8262,3.0287,-3.8160,2.2603,-0.5125,2.0776,5.4829
TCGA-AR-A2LH-01,-1.3921,0.4761,2.3251,0.0990,1.9749,-1.8314,2.5238,3.3177,6.1113,6.3858
TCGA-BH-A0AZ-11,1.6327,-0.3752,4.4983,4.0645,1.4065,-1.9379,3.7006,4.7399,7.3198,6.6532
TCGA-AO-A03L-01,-1.0862,1.0642,0.4447,0.4340,2.5780,-2.0529,2.6090,4.8871,7.6947,7.1402
TCGA-EW-A1IY-01,0.7058,2.1047,2.4359,3.7006,2.6067,-2.2447,3.4477,5.5850,7.5445,4.5820
TCGA-A2-A0CL-01,0.6969,1.9859,2.8720,-0.5125,3.2647,-1.1811,2.6348,3.0808,6.8705,5.3133
TCGA-A2-A0D0-01,-9.9658,1.8078,2.0183,-6.5064,2.5036,-3.3076,-4.0350,-3.1714,3.2389,4.7565
TCGA-A8-A08S-01,-3.4580,1.1577,5.0922,1.9895,2.5413,-3.6259,1.0151,7.2048,8.4692,9.0173
TCGA-E9-A1R7-01,0.7233,0.8246,1.0363,0.4125,3.2647,-4.6082,2.8779,8.6993,7.9319,6.7533
TCGA-E9-A249-01,-2.5479,1.0222,-2.1140,6.3111,3.1294,-5.0116,0.4233,6.5000,8.5892,6.8758
TCGA-B6-A0I6-01,-4.0350,1.8879,0.0854,-3.0469,-1.7809,-2.5479,0.9191,-2.7274,1.0293,5.5264
TCGA-BH-A0DP-01,1.4756,0.1257,1.5854,5.1930,2.0673,-1.5522,2.7615,6.8710,8.1709,6.2213
TCGA-BH-A1F5-01,-0.4921,1.3623,2.8321,4.9805,1.1577,-4.0350,2.1313,7.7176,8.9082,5.1547
TCGA-A7-A0DC-11,6.5154,-0.1187,3.9636,1.3051,1.1316,-0.6416,3.927,6.4753,6.2636,5.5531
TCGA-BH-A0WA-01,-2.3147,2.0218,2.3451,-3.1714,1.0433,-3.3076,1.3956,-1.5105,1.6374,5.6306
TCGA-A8-A08F-01,0.2522,3.1717,2.6278,0.2998,0.7233,-5.5735,0.9343,7.2502,7.6753,6.3570
TCGA-AC-A5XU-01,-1.8836,-0.2845,0.8408,3.8157,2.1894,-3.6259,0.9716,6.8078,7.8501,5.9139
TCGA-E9-A22G-01,-4.0350,1.5998,-0.3201,-5.5735,2.3760,-2.5479,0.2998,-0.2328,3.2297,5.1784
TCGA-AN-A0XL-01,3.4384,0.5470,3.6393,2.3788,2.6940,-1.1811,3.2722,6.7903,6.8580,7.1596
TCGA-E9-A1ND-01,-0.0425,1.9931,2.3788,-4.2934,2.2268,-3.3076,-0.6416,1.5415,5.0951,4.9833
TCGA-GM-A2DC-01,2.5900,-2.1779,2.7073,0.5370,1.8683,-5.5735,0.4233,5.7798,9.0158,7.1074
TCGA-AN-A04C-01,0.6050,0.6425,-0.5756,-4.6082,3.8380,-5.0116,-0.9971,1.9490,5.0357,10.5818
TCGA-BH-A203-11,5.4774,-0.2845,4.3611,2.8582,1.4441,0.7579,2.8622,5.1547,5.4663,5.1388
TCGA-A2-A04W-01,-2.8262,1.1117,-1.4699,-3.4580,0.3573,-3.8160,1.6234,-0.0277,3.9589,9.8301
TCGA-AN-A0G0-01,-0.8863,2.2723,0.8327,-3.8160,3.2572,-2.7274,-0.8599,-4.2934,4.1244,6.1883
TCGA-AQ-A04L-01,-1.3921,-0.3940,-1.5951,-2.5479,0.7748,-2.8262,0.4125,4.5547,6.1829,6.2565
TCGA-BH-A0RX-01,-0.9971,-0.5543,1.6140,-0.3566,1.9264,-3.3076,0.2029,2.5388,5.4026,5.0401
TCGA-A2-A3KD-01,-0.2328,0.2881,1.5115,3.3591,1.8957,-2.8262,2.6232,6.9469,7.8261,6.7803
TCGA-D8-A1JM-01,-1.4699,1.5415,-0.1187,-6.5064,2.7594,-2.2447,-4.6082,3.4197,5.6537,5.7517
TCGA-GM-A2DO-01,-1.5522,2.1444,-0.4325,2.6850,2.3106,-0.5332,0.2762,4.5898,7.2713,5.7013
TCGA-A2-A0T1-01,-0.0130,0.4761,1.8840,-3.8160,2.3508,-2.0529,1.8036,-1.5522,5.6784,10.4707
TCGA-BH-A1ET-01,2.4908,0.0854,1.4600,4.9901,1.8160,-2.5479,3.4061,7.6397,8.0462,6.3768
TCGA-BH-A0EI-01,0.3115,0.9493,-0.1345,-0.2328,2.2872,-1.7809,2.0500,5.7010,8.9800,6.3420
TCGA-BH-A0GY-01,-0.7108,1.1770,0.5170,5.3180,1.4281,-2.6349,1.5950,4.9122,7.6211,5.8701
TCGA-AC-A2QJ-01,3.4596,-2.5479,-2.5479,-9.9658,0.4761,-6.5064,-0.1665,-2.5479,0.3685,4.0532
TCGA-BH-A42T-01,2.3788,1.1577,1.1447,3.7877,3.7794,-2.5479,1.4441,6.2676,8.4423,7.8086
TCGA-D8-A147-01,-5.0116,0.9789,0.6969,-2.9324,3.7400,-3.3076,-0.3940,-1.8836,1.7954,5.9177
TCGA-E2-A1IL-01,3.1028,-0.7588,1.1382,1.9822,1.7617,-2.1140,2.8779,7.2439,8.0174,7.0754
TCGA-C8-A27B-01,-5.5735,2.2513,-0.9971,-4.6082,3.1669,-3.6259,-0.3752,0.6332,4.0471,3.7171
TCGA-AN-A0AS-01,-4.0350,-0.0277,0.3573,-2.6349,0.7493,-3.8160,1.2023,4.8425,7.3290,5.4206
TCGA-D8-A4Z1-01,0.1124,-0.5125,2.1080,3.7269,1.2934,-2.4659,3.6748,4.5286,7.6462,7.1275
TCGA-A8-A06R-01,-4.6082,1.2023,0.5271,-2.4659,1.2636,-1.7809,1.9188,6.9047,6.3245,4.7777
TCGA-OL-A6VR-01,-0.8863,-0.3201,0.4340,5.9220,1.7532,-1.9379,0.3346,5.3338,8.1357,6.4363
TCGA-AO-A1KP-01,-2.5479,1.8444,-0.6193,5.1392,2.3019,-2.5479,0.8647,7.1571,9.5160,5.3173
TCGA-BH-A1FB-01,-0.1187,0.1124,2.9674,6.0005,1.6234,-1.5951,3.6254,6.1741,6.8137,6.0713
TCGA-BH-A18L-01,-0.9132,1.8918,1.4600,2.5536,3.7507,-4.2934,0.1388,7.1532,7.4413,7.2407
TCGA-E9-A1RC-01,-1.3183,0.9789,-0.6193,4.4216,2.9637,-3.3076,0.8961,7.9563,8.2135,6.2525
TCGA-BH-A8FY-01,4.3992,-1.1488,-0.6873,3.5959,1.9415,-3.1714,-1.5951,7.0232,7.5889,6.0706
TCGA-A2-A0CT-01,-1.6394,0.7832,0.5666,-2.9324,3.3478,-4.6082,1.1641,6.7424,8.3950,7.4732
TCGA-GM-A3NY-01,2.9450,-1.0559,-0.1187,-0.9971,1.0363,-2.9324,0.8164,6.4875,8.6012,6.0367
TCGA-BH-A5J0-01,-0.4325,-1.6850,-0.4719,-0.3201,0.9115,-4.2934,1.3454,6.3660,7.3700,5.5756
TCGA-AR-A2LO-01,0.7832,1.9822,2.4753,3.7324,3.0876,-1.9379,3.1393,5.1215,7.6097,6.6743
TCGA-AO-A0JI-01,0.3231,1.1447,1.1577,-0.7588,2.9356,-1.9379,2.1345,7.4127,9.5264,6.9645
TCGA-AO-A0JL-01,-3.3076,-0.2159,-2.1140,-3.8160,-0.0877,-1.6394,-1.7809,0.2522,3.9819,7.1126
TCGA-AC-A3YI-01,-0.4131,-0.2328,1.6785,-0.1828,0.2277,-2.0529,3.2973,3.4804,6.6010,7.1577
TCGA-BH-A1FJ-11,3.9496,0.7748,4.1684,3.2018,0.6332,-1.4305,3.6827,4.6317,5.5595,4.4771
TCGA-A8-A09Z-01,-3.1714,0.6050,-0.6643,-6.5064,1.4652,-2.7274,-0.7346,6.4029,8.5804,7.0112
TCGA-GM-A2DH-01,-0.0877,1.7273,0.6050,-3.0469,3.6089,-1.8314,0.9716,2.8158,8.1783,6.4321
TCGA-BH-A1ES-01,-9.9658,1.0915,3.1987,2.3981,1.7786,-2.9324,1.0222,6.4063,8.4943,6.4552
TCGA-AO-A03M-01,-0.6643,1.5854,2.5536,2.5876,1.8996,-1.8836,1.9490,4.4310,8.0783,7.3145
TCGA-OL-A5RW-01,-3.3076,-0.4521,-2.3884,-6.5064,-2.8262,-1.9942,-1.7809,-2.5479,2.7007,5.5604
TCGA-BH-A18M-01,1.7097,1.5998,2.3394,5.5889,2.4753,-2.7274,3.0002,5.8166,7.6507,6.0315
TCGA-A8-A09M-01,-1.1172,-0.4521,1.6374,2.3704,2.5804,-2.6349,1.7995,7.0932,7.0397,6.4702
TCGA-EW-A1OV-01,-2.2447,1.4335,0.9268,-5.0116,1.8801,-2.1779,1.9149,-1.2481,6.9612,5.9619
TCGA-A1-A0SN-01,-1.9379,1.0642,4.6112,2.3704,2.4198,-2.7274,1.8722,6.5738,7.4137,10.8376
TCGA-AC-A62X-01,-0.3940,0.3573,-2.8262,-5.5735,2.4753,-4.2934,-0.0277,-1.5522,6.0817,6.0494
TCGA-BH-A18F-01,3.3393,2.0040,2.6805,0.2881,2.7721,-2.1779,3.0234,5.1244,7.7222,5.3886
TCGA-A2-A0CM-01,-2.0529,2.2513,-0.0277,-4.0350,2.4701,-2.6349,0.3115,0.3115,2.6278,4.9331
TCGA-AR-A0TW-01,-3.0469,-0.5125,1.8524,1.0642,1.4808,-3.6259,0.4865,4.9500,8.7125,6.5458
TCGA-BH-A0W5-01,0.2762,0.8883,1.6920,4.6485,1.8801,-1.7322,2.6715,6.6925,6.9742,5.9364
TCGA-AR-A24K-01,-4.0350,0.6699,3.0740,4.9060,3.3134,-3.4580,1.1382,6.5545,7.8447,6.4000
TCGA-BH-A0HY-01,0.6790,1.6558,0.1388,-2.3884,1.8564,-3.6259,0.8082,5.8222,7.1904,10.6655
TCGA-XX-A899-01,2.3251,1.0915,1.9149,5.3129,1.9564,-1.5951,3.1717,4.4101,7.0329,6.7354
TCGA-A2-A0EU-01,-0.1187,0.5763,2.1180,5.7181,2.7951,-2.9324,1.5115,7.2289,8.0423,6.1769
TCGA-LL-A5YP-01,-0.0130,0.5568,0.5170,-4.2934,2.2391,-3.6259,1.9073,-1.7809,3.1653,5.1351
TCGA-AC-A7VB-01,-0.1345,1.5064,-1.5105,-3.0469,3.8187,-1.0559,0.4552,7.4946,8.9662,8.4877
TCGA-E9-A5UO-01,3.7039,1.0573,-1.9379,3.4277,3.8310,-3.3076,-3.0469,6.7229,8.1712,7.3146
TCGA-BH-A0E7-01,-1.5522,0.0718,1.3167,7.2983,1.6281,-3.1714,0.0718,7.6010,7.9795,6.7041
TCGA-BH-A0EE-01,-6.5064,2.0325,-2.3884,-5.5735,1.7744,-2.4659,-3.8160,1.0433,4.0480,8.6844
TCGA-AQ-A54N-01,1.0433,-1.1172,-2.8262,-9.9658,0.8488,-2.7274,-3.0469,-5.5735,4.4410,4.9331
TCGA-BH-A1FE-01,-0.6643,1.6420,2.8014,3.9242,3.4451,-1.8836,3.7529,4.6611,7.7278,6.4512
TCGA-AC-A2FB-01,-0.3566,1.0363,4.3082,2.9581,3.0002,-2.1779,3.0927,5.0875,7.3733,9.7716
TCGA-C8-A12L-01,0.4233,2.0147,-1.3921,-2.6349,1.1833,-3.6259,0.8726,0.9716,5.1235,7.9643
TCGA-C8-A1HN-01,0.3346,1.7097,0.0580,0.9268,3.4958,-4.6082,-0.3566,8.0757,8.3855,6.9494
TCGA-AN-A04D-01,-1.7809,-4.6082,-1.5522,-5.5735,2.9729,-4.0350,-2.3884,-2.8262,-1.4699,5.5928
TCGA-GM-A2D9-01,1.8242,-0.2328,2.3704,-0.0425,0.3115,-4.6082,0.8961,6.5919,7.7105,6.2386
TCGA-AO-A1KO-01,2.4934,0.4865,3.5237,3.2297,1.2394,-2.9324,3.1011,4.4450,5.5617,5.1792
TCGA-B6-A0IK-01,0.8961,1.8996,1.0779,0.3460,2.6232,-2.5479,1.2516,3.4958,6.2438,6.4973
TCGA-BH-A0DO-11,3.0446,0.3346,3.5596,3.0163,1.3511,-2.3147,2.7487,5.3071,6.1355,5.8642
TCGA-AR-A0TP-01,-1.4699,0.7748,1.7575,-4.6082,-1.8836,-3.8160,-1.5951,-3.6259,-2.0529,4.9978
TCGA-BH-A0DK-11,0.3573,0.4016,3.6125,5.6038,1.7912,-2.6349,3.1145,5.2200,5.9812,6.6382
TCGA-A2-A0EY-01,-2.8262,1.7009,0.4340,-2.8262,2.2573,-1.6394,0.6239,5.6688,7.1326,10.2416
TCGA-A8-A06O-01,1.7617,1.2455,2.0742,4.2320,3.5374,-1.8836,2.4492,7.3222,6.6030,6.6288
TCGA-AC-A3QQ-01,0.732057492583,1.81701052554,1.94055666985,3.56515003256,3.14176587751,-1.08618006187,3.02162061674,6.39939314564,8.00338392525,9.82632257328
TCGA-D8-A27W-01,-1.9942,1.1897,3.3206,-0.5125,3.4020,-2.7274,2.2603,5.9957,7.3148,6.9485
TCGA-A8-A091-01,-0.4325,1.2934,0.1519,-2.4659,2.4090,-3.3076,1.4600,7.1942,9.0253,6.6955
TCGA-D8-A1XT-01,-3.0469,2.6760,0.6517,-2.8262,2.1894,-5.5735,0.0990,-0.6873,6.0693,10.8564
TCGA-PL-A8LY-01,-0.9406,-0.1031,2.6556,1.9601,1.9490,-2.7274,-2.1779,3.9051,7.2290,6.5075
TCGA-A8-A08P-01,-1.4699,0.6608,-0.3201,1.2085,3.0287,-3.0469,0.8726,5.8946,6.3113,7.3181
TCGA-D8-A1X8-01,3.1129,1.1382,1.4704,1.8643,2.5972,-4.0350,3.1924,8.2764,8.0703,6.9270
TCGA-C8-A1HM-01,0.8568,2.6873,3.4048,1.1050,4.0162,-2.1140,-1.8314,7.8331,7.8749,5.7347
TCGA-E2-A570-01,-1.4699,-0.1345,-0.6193,4.1474,2.0325,-4.2934,1.2209,5.6674,8.2156,6.5756
TCGA-S3-A6ZG-01,2.2543,1.5950,-0.2328,4.7247,3.4264,-2.1140,0.9419,7.0859,7.9243,6.6841
TCGA-AO-A0J5-01,1.6875,0.6050,1.2147,-2.5479,1.0711,-3.3076,3.5387,6.0719,9.0413,6.2692
TCGA-A8-A08T-01,-2.5479,-0.8599,-0.1828,1.0642,1.5806,-2.9324,1.8762,7.0194,7.9923,6.6991
TCGA-AC-A2BK-01,-9.9658,0.7748,-1.9942,-5.5735,2.9432,-3.4580,0.8164,-2.6349,4.6809,4.4067
TCGA-S3-AA12-01,-5.5735,1.1447,-0.5756,-2.2447,2.4571,-4.2934,-0.0277,7.5935,9.7393,7.5061
TCGA-A2-A0YM-01,-1.5105,2.0004,-0.0725,-2.7274,1.7660,-2.7274,1.5563,-1.5105,2.9875,5.6473
TCGA-A1-A0SO-01,-3.6259,3.1179,2.8158,-4.6082,4.1417,-2.8262,-0.9406,-2.8262,-0.0877,7.0080
TCGA-AO-A129-01,-1.6394,1.1833,0.6050,-2.1779,0.4657,-2.1779,0.7146,0.6425,5.5744,5.0014
TCGA-BH-A1FN-11,2.8462,0.1519,3.0234,1.7744,1.4228,-1.5522,3.7625,2.4386,4.9533,4.8161
TCGA-E2-A9RU-01,-1.3183,-0.3566,-1.4305,-1.5105,1.9564,-5.5735,-1.2142,4.9814,7.1976,5.6514
TCGA-A8-A08I-01,-1.0559,0.4340,1.3901,4.3548,3.2692,-0.8339,0.5955,8.2315,6.9270,5.5075
TCGA-C8-A130-01,3.4020,1.3623,1.1833,1.6649,3.6905,-3.3076,0.7233,5.6588,6.6072,6.6276
TCGA-LL-A73Z-01,0.2522,0.0014,1.6740,1.0642,1.5514,-3.4580,2.2360,3.8105,5.4503,6.0027
TCGA-C8-A1HI-01,-2.1779,-0.7346,1.8078,1.5266,1.3283,-2.7274,2.2931,5.6326,7.9958,6.9118
TCGA-AO-A1KT-01,-6.5064,0.5955,-0.5543,1.9226,2.6441,-2.7274,1.5563,5.4948,8.3733,6.4035
TCGA-C8-A12W-01,-1.3921,1.7009,1.7489,1.6920,3.7804,-3.8160,2.1606,5.1086,7.7122,6.7677
TCGA-E9-A247-01,0.1124,1.4962,-0.1031,5.0405,3.0740,-4.0350,0.2400,8.2467,8.0827,6.6238
TCGA-AQ-A1H3-01,3.0217,1.5013,2.2206,5.0153,3.1278,-2.1779,2.7931,6.7953,8.5000,7.5826
TCGA-B6-A1KI-01,3.3047,-0.4131,1.2934,2.2663,2.0430,-3.0469,2.2543,7.6601,7.8688,7.0775
TCGA-EW-A1J1-01,0.5370,0.2881,-0.8084,5.0440,1.0779,-3.3076,1.1050,6.7786,8.3293,6.4555
TCGA-A2-A3XZ-01,-0.9132,1.1050,-0.3940,-1.9942,2.1574,-2.1140,1.1382,-0.6416,6.1332,11.2311
TCGA-B6-A0RN-01,-0.5756,-2.2447,0.0580,4.5540,0.6145,-5.0116,2.2421,6.1573,8.6696,6.4484
TCGA-LD-A7W5-01,0.9038,0.8164,0.1124,-1.4699,0.9789,-1.5951,2.7615,7.1370,7.4804,5.8841
TCGA-BH-A0BL-01,1.6374,1.8404,2.0395,-1.1811,2.4225,-2.5479,1.6964,0.5666,4.9658,5.5107
TCGA-BH-A0BA-11,5.6597,-0.6193,4.3111,2.5804,1.6093,-2.0529,4.5742,5.3954,5.8885,5.8692
TCGA-AN-A0XV-01,-0.0877,1.0983,1.9302,1.8918,2.0776,-1.9942,2.5948,7.7822,7.8403,5.7388
TCGA-A7-A4SB-01,1.5216,0.3346,0.7407,0.9419,1.9638,-3.8160,2.2360,5.4545,8.0909,7.3542
TCGA-AR-A2LQ-01,2.7444,-0.3383,3.5994,-0.2328,0.8488,-1.5522,4.1069,3.5791,5.4470,6.8820
TCGA-AO-A03P-01,-5.5735,1.3109,0.0158,2.8422,2.9948,-3.4580,-0.2328,7.0013,8.6997,6.3187
TCGA-B6-A0X7-01,1.0151,0.5069,1.1770,1.5415,1.5465,-3.4580,2.6533,6.4426,8.5747,6.7861
TCGA-A2-A0EP-01,4.0445,0.4865,1.6695,-2.4659,1.2333,-1.2142,3.3163,4.1636,6.2906,4.6730
TCGA-A7-A426-01,1.7489,-0.5125,1.7360,4.3053,0.7493,-2.9324,3.7410,5.3402,8.0085,6.1004
TCGA-A8-A07B-01,-2.9324,-0.2328,1.9111,1.6920,1.6374,-9.9658,1.1577,5.6750,7.4238,9.1891
TCGA-A8-A086-01,-0.6416,0.0440,1.7229,6.1349,3.2796,-3.8160,2.0360,6.9186,7.4100,5.7496
TCGA-BH-A1FU-01,-1.3183,1.5366,1.9527,1.1960,1.4494,-2.2447,3.3017,0.5470,4.8773,10.4724
TCGA-B6-A0RI-01,0.0990,1.7995,2.2299,5.7722,3.0515,-4.0350,1.7446,6.4588,8.4639,5.9876
TCGA-E9-A248-01,-4.2934,1.9712,0.4233,-3.4580,3.2572,-1.8314,1.4174,1.0363,3.7453,5.9105
TCGA-A7-A26I-01,0.821304824139,2.56094851398,3.20618504393,-0.500195097716,2.72752135223,-0.0130189711181,1.75914298707,1.27559653573,5.49491142571,5.67931508042
TCGA-E2-A1B6-01,0.4340,1.2023,0.2154,-0.8084,1.9188,-1.9942,-0.3383,-0.5756,4.1923,4.9851
TCGA-E2-A14W-01,0.7999,-1.5105,1.6466,3.8208,2.5163,-3.8160,-0.2671,6.6569,8.0626,6.3832
TCGA-OL-A66O-01,-3.3076,-1.1811,-3.1714,1.7141,2.5288,-3.4580,0.4552,4.4784,8.3222,6.0257
TCGA-BH-A0HK-11,3.0092,-1.0262,2.8916,2.0218,1.2815,-3.1714,4.1111,5.2884,5.8748,6.2793
TCGA-A7-A6VY-01,-4.6082,1.0847,-1.9379,-4.6082,-0.8863,-2.4659,-0.2328,-1.2481,4.7437,4.1515
TCGA-B6-A0I1-01,0.2522,-1.3548,-3.1714,-6.5064,2.4252,-4.0350,1.8201,-3.1714,2.7139,6.1299
TCGA-GM-A2DI-01,0.3685,0.7748,2.3760,3.6242,2.1114,-1.9942,3.4007,5.5790,6.8807,5.6106
TCGA-EW-A1PE-01,2.4571,1.5465,2.2391,3.1939,2.6090,-2.2447,0.7146,7.8623,7.9109,6.3961
TCGA-BH-A1F2-01,3.2096,2.2573,1.7229,-0.7588,2.1114,-2.2447,2.9469,4.7592,7.1972,8.8588
TCGA-BH-A0BD-01,1.2394,1.4547,2.7910,6.3796,2.9224,-3.4580,1.7097,5.2559,7.9702,5.8682
TCGA-OL-A5RU-01,3.2343,-0.0277,0.7579,2.3898,1.1833,-1.3183,1.8564,7.5488,7.3139,7.3720
TCGA-A7-A0DA-01,-3.1714,0.6699,-1.3183,-3.0469,1.7786,-3.0469,1.7954,-1.0862,4.3285,5.8807
TCGA-A2-A25C-01,-0.3201,1.0983,0.2277,2.1247,3.4765,-2.4659,2.6138,4.9364,7.4351,6.8494
TCGA-E2-A14V-01,-3.0469,2.1670,3.5473,2.7314,2.8858,-4.6082,0.6969,4.6130,7.5163,9.7792
TCGA-BH-A1F8-11,5.3775,0.0990,3.8531,1.3225,1.5563,-1.5105,3.4143,5.0640,6.2758,5.6676
TCGA-B6-A0WX-01,-1.5522,-0.3201,0.8726,-1.6850,2.3649,-2.4659,2.9747,-1.5522,3.8300,5.4980
TCGA-BH-A0BV-11,4.5318,-0.6873,3.7302,4.7746,1.3567,-1.6394,3.3379,4.9208,6.6659,6.3810
TCGA-BH-A0DV-01,2.9338,0.0718,2.8661,1.3109,1.0915,-3.3076,4.2899,5.5859,7.0338,6.2959
TCGA-A8-A09V-01,-3.0469,0.3796,-0.4325,5.6404,2.6760,-1.7809,2.7530,6.3210,7.9009,6.5523
TCGA-BH-A0HP-01,4.3082,1.0007,2.1313,-0.3940,1.2147,-3.3076,3.0181,6.6374,7.9849,6.1052
TCGA-B6-A0I8-01,-1.6850,-1.4305,3.5387,-2.3884,1.9034,-3.8160,2.0111,4.9607,7.2914,7.8622
TCGA-E9-A1N8-01,-2.0529,1.3956,3.8310,-5.0116,3.0893,-2.3147,2.3451,-4.0350,0.5470,4.9127
