sample,ENSG00000145041.15,ENSG00000136997.14,ENSG00000139687.13,ENSG00000171862.9,ENSG00000169083.15,ENSG00000157557.11,ENSG00000157554.18,ENSG00000134954.14,ENSG00000141510.15
TCGA-V1-A8MM-01,2.4623,5.2200,2.3592,4.2892,3.2870,3.7783,1.8643,3.1572,4.8350
TCGA-J9-A8CM-01,2.6984,6.2793,2.4439,4.4595,3.4490,3.5827,5.8128,2.7847,5.1351
TCGA-HC-7212-01,3.8198,6.6829,3.3307,4.4588,5.0909,3.4622,7.4029,3.8002,4.4067
TCGA-CH-5761-01,4.3709,6.5836,4.1103,5.3147,5.6645,3.1620,1.9675,4.1169,5.1006
TCGA-KK-A8I7-01,3.0428,5.7052,3.4569,4.2870,4.0532,5.1514,2.7465,4.3944,4.4706
TCGA-HC-A6HX-01,1.8323,4.4823,0.9419,3.4411,2.9507,4.6640,-0.3201,1.5806,4.1931
TCGA-ZG-A9LZ-01,3.4061,6.3744,2.8199,3.8157,3.7400,3.8481,7.1263,3.0110,5.7677
TCGA-MG-AAMC-01,2.5658,3.1749,2.8462,1.9859,3.8136,2.7205,7.9398,1.3511,4.3660
TCGA-KC-A7F5-01,2.4857,5.0374,1.5758,4.1236,3.8798,2.1476,-0.5756,1.1316,4.8007
TCGA-EJ-7315-01,3.3856,4.9355,3.5682,3.2158,4.7512,3.2541,5.6969,4.7756,4.5211
TCGA-V1-A9OY-01,3.0446,4.7762,3.4490,4.8192,3.7950,4.7022,5.5668,3.5299,5.0739
TCGA-HC-7747-01,3.0757,6.7483,3.3435,4.1628,3.9251,4.3944,4.8963,3.0671,4.6083
TCGA-G9-6494-01,3.4504,5.4621,2.9929,4.3335,4.1294,4.5880,1.0293,2.6090,4.1103
TCGA-CH-5743-01,3.1079,6.1188,3.9060,4.5784,3.7940,7.0634,2.9338,4.0549,4.9374
TCGA-2A-A8VT-01,3.9487,6.0581,4.2803,4.7851,5.7795,4.2862,7.3524,3.1892,5.1094
TCGA-FC-A5OB-01,3.5098,4.2181,3.4477,4.3256,4.7334,2.7972,0.1648,2.1345,4.2412
TCGA-CH-5762-01,3.4143,6.5396,3.9261,5.0523,4.6000,5.4310,1.1512,4.0722,4.5473
TCGA-J9-A52D-01,3.2127,6.1058,2.7594,4.3506,5.5183,6.0286,-1.1172,0.5955,4.7693
TCGA-HC-8260-11,3.4933,3.7160,3.1095,4.1285,4.2899,5.3629,0.8726,3.0358,4.1384
TCGA-CH-5791-01,3.8640,4.7187,4.1169,3.6635,4.6000,3.3787,6.3165,3.0568,4.4450
TCGA-YL-A8SH-01,2.8799,5.4800,3.3478,4.0260,3.7083,4.3242,1.3901,2.7444,4.8059
TCGA-2A-A8VO-01,2.7679,5.2103,3.0944,4.0436,3.6916,3.4920,0.8164,2.6348,4.5596
TCGA-G9-6378-01,3.0481,4.3814,2.5948,4.2936,3.8198,3.9774,0.5470,2.7249,4.5663
TCGA-KK-A6E1-01,3.1892,5.0807,2.8361,2.5112,4.9098,3.3250,7.1174,2.6783,0.9419
TCGA-G9-6373-01,2.6510,4.8535,3.1045,2.6895,4.4784,3.4517,5.9556,2.5610,2.2082
TCGA-CH-5766-01,3.6277,4.9987,4.1644,3.0910,4.4074,4.6282,4.8748,3.6894,4.3256
TCGA-EJ-7781-11,3.0859,3.9194,4.3104,5.4290,4.5136,5.0095,1.8957,4.4390,4.2676
TCGA-H9-A6BX-01,3.0305,4.1708,3.3521,4.1136,3.5224,5.0743,1.4962,3.2915,4.7846
TCGA-EJ-5494-01,3.4739,6.6431,3.7302,4.3660,4.8555,5.1664,1.3340,3.4765,5.5958
TCGA-KK-A5A1-01,3.4344,6.3185,3.1377,4.3492,4.5098,2.6828,1.0503,2.8681,5.0184
TCGA-G9-6362-01,2.2960,1.8524,3.7804,4.5796,3.3619,3.2885,6.1940,2.4908,5.0045
TCGA-HC-8258-01,3.50729053214,5.23944094824,3.62109417211,5.96681045823,5.13016415112,5.55861814201,2.47186508064,5.70609593502,4.02128585392
TCGA-EJ-7330-11,2.9450,5.6874,4.1327,5.2107,4.1194,5.9215,2.7465,4.2847,4.4932
TCGA-EJ-5508-01,3.5523,6.2760,4.4569,4.8832,4.8694,4.8773,6.1546,4.4608,5.0679
TCGA-J4-A83J-01,3.2359,5.4935,2.7951,3.7061,4.1612,4.3513,3.5086,2.8034,4.3299
TCGA-KK-A8IL-01,3.5174,5.9780,3.4143,4.5002,3.2662,5.9759,1.4174,4.4183,4.7464
TCGA-FC-A8O0-01,2.9243,2.3926,3.4384,4.1595,3.8818,4.3399,0.0300,2.0742,4.5448
TCGA-YL-A9WX-01,3.1011,4.9750,3.5935,4.3506,3.9524,6.1039,5.6896,3.8611,4.5988
TCGA-VP-A878-01,3.2297,5.8851,3.3003,4.0506,3.8023,5.6367,2.5683,4.1417,4.6393
TCGA-G9-6347-01,1.4120,3.0654,0.8568,3.6804,2.7161,2.7117,0.2154,1.1184,4.0705
TCGA-HC-A6AP-01,1.9377,4.7587,1.6374,3.9450,2.8341,4.2609,0.7579,1.6281,4.1078
TCGA-HC-8264-01,3.0876,4.6938,3.3450,4.2936,5.1215,3.9865,2.3164,3.7518,3.9929
TCGA-HC-7748-01,3.5387,6.1104,4.2758,3.6417,5.3688,4.6520,6.6498,4.0532,5.1069
TCGA-HC-8213-01,2.8641,6.0424,3.7204,4.5053,3.8411,3.2617,6.3982,2.1476,4.9987
TCGA-V1-A9ZG-01,3.4700,5.3191,3.5136,3.0944,4.0225,5.4932,5.9291,4.1740,5.0104
TCGA-M7-A725-01,3.3435,3.6939,2.7073,4.6106,4.2601,3.6861,1.0293,3.0074,4.4894
TCGA-YJ-A8SW-01,3.4997,5.8605,2.9394,5.1006,4.9750,3.2328,0.5568,2.3898,4.3342
TCGA-EJ-A46F-01,2.1444,4.4848,2.0040,-0.2328,3.5337,1.2394,6.2147,0.5666,3.5098
TCGA-YL-A8SK-01,3.0757,5.6778,3.1987,4.3292,3.4424,5.8936,1.6234,3.5706,4.4868
TCGA-X4-A8KS-01,1.8363,2.6850,2.1313,3.9223,3.1245,4.1804,-0.0725,1.3109,4.6949
TCGA-KC-A7FE-01,3.1045,5.2877,3.4713,4.2510,3.7950,4.7986,1.9859,3.5098,4.6933
TCGA-VP-A87C-01,3.1588,5.4912,3.7646,4.4529,3.5923,5.1563,6.0790,5.2570,4.4067
TCGA-YL-A8SO-01,3.0740,5.9519,2.3592,5.3726,4.1019,5.0781,1.1316,2.6418,3.9421
TCGA-VP-A87D-01,3.2587,6.2730,3.6370,4.0705,4.2134,3.2127,8.6130,2.2723,2.0535
TCGA-HC-7232-01,3.5436,4.5374,3.3675,3.1011,4.4476,4.3456,6.3946,3.7050,4.8530
TCGA-ZG-A9NI-01,2.6043,5.1676,2.0535,4.6381,3.3464,3.7237,1.2394,2.9281,3.9108
TCGA-G9-6369-01,2.4597,3.8857,2.3953,3.5947,4.4660,2.3677,-0.3383,1.5366,4.1867
TCGA-V1-A9OL-01,2.5112,5.6035,3.4530,2.1047,5.0510,4.3198,1.0503,3.5073,4.5060
TCGA-HC-7211-01,3.6172,4.8783,4.4803,4.3328,5.5922,5.2273,3.1717,3.6382,4.8495
TCGA-J9-A8CN-01,2.6895,6.2001,2.7401,4.0462,3.6928,4.2833,1.2875,2.9128,4.1915
TCGA-KK-A59Y-01,3.0808,4.2533,2.2144,0.6517,3.5299,3.0859,6.4891,1.9675,4.2736
TCGA-4L-AA1F-01,3.0808,4.4257,3.6428,4.4384,3.4020,4.3270,5.7104,5.2906,3.5324
TCGA-CH-5739-01,3.5730,6.7687,3.6748,5.2717,4.6159,5.3799,7.0407,4.1027,5.5847
TCGA-EJ-7115-11,3.0074,4.6600,3.6451,4.5497,3.7857,5.3737,1.9786,3.4424,4.7693
TCGA-CH-5741-01,3.2826,4.7740,2.7951,0.9268,4.2196,2.9071,7.5383,2.2842,5.3948
TCGA-KK-A59V-01,2.6043,3.5199,2.6984,4.9538,4.0427,4.0610,0.9268,4.8485,5.1534
TCGA-J4-8200-01,3.2781,6.4647,3.6440,4.1954,3.6782,5.5160,1.3283,3.2707,4.3184
TCGA-XJ-A9DX-01,2.5163,4.2803,2.8482,4.4964,4.4101,3.1475,0.4340,2.5263,4.6000
TCGA-ZG-A9N3-01,3.1294,5.0717,3.2343,3.5047,4.3800,3.4997,5.5466,3.4609,5.1359
TCGA-EJ-5525-01,3.5694,7.4646,3.5887,5.5264,5.6053,5.1772,6.3038,4.0688,2.5658
TCGA-EJ-7327-01,3.6042,6.2445,4.5015,3.7237,4.8555,4.1490,7.1373,3.5299,5.6639
TCGA-KK-A7B0-01,2.0979,5.3958,0.9038,3.9459,3.0842,3.6312,0.3685,2.0040,4.5856
TCGA-G9-7522-01,3.3549,4.4700,3.6277,3.2127,4.0841,4.6832,5.2338,3.3364,4.6742
TCGA-CH-5738-01,3.2034,6.3648,4.1236,4.6640,4.2669,5.3989,1.7912,3.8630,5.0330
TCGA-2A-A8W3-01,3.4739,5.8810,3.8808,4.5522,4.8136,4.8744,1.2992,3.5461,4.0773
TCGA-HC-7077-01,3.3321,6.7108,3.1892,4.0392,4.1587,2.1213,5.6082,2.1444,5.5342
TCGA-J4-8198-01,3.5149,5.4874,3.1112,5.0233,4.3249,4.4881,6.6429,3.3293,4.7154
TCGA-EJ-A8FU-01,3.0463,4.7132,3.4156,3.8239,3.6219,5.8354,1.7532,3.6905,4.6628
TCGA-EJ-A7NH-01,3.0774,5.7973,3.3105,4.0713,4.1732,4.4216,1.3791,3.2189,4.2578
TCGA-YL-A9WK-01,3.0020,5.7377,2.6019,4.2728,3.8013,4.4970,1.8036,3.8126,4.0366
TCGA-V1-A9ZR-01,3.0056,7.7419,3.0127,4.5736,5.1052,4.4823,1.7403,3.3787,4.9869
TCGA-EJ-A6RC-01,2.9356,5.6453,3.2359,4.1668,3.8033,4.6247,1.5661,4.1351,4.7730
TCGA-2A-A8VX-01,2.9544,4.8842,2.8779,4.2593,3.9374,2.5731,-0.6873,0.2522,4.7872
TCGA-CH-5768-01,3.4210,7.1404,3.3993,4.9184,4.5386,3.7269,6.7177,2.9488,5.3726
TCGA-EJ-5527-01,3.5863,6.4567,4.0278,4.8515,4.8817,4.9732,6.4350,4.3534,4.4122
